customer_id,first_name,last_name,email,phone_number,date_of_birth,gender,preferred_channel,marketing_opt_in,vip_flag,lifetime_value_cents,avg_order_value_cents,total_orders,preferred_store_id,notes
CUST-0001756,Sawyer,Allen,sawyer.allen56@retailco.test,+1-(458)-120-2825,1954-06-05,Male,email,TRUE,FALSE,4445442,740907,6,STR-0027,
CUST-0001757,Jordan,Robinson,jordan.robinson57@retailco.test,+1-(497)-334-2358,1969-01-26,Female,sms,FALSE,FALSE,1859655,619885,3,,
CUST-0001758,Emma,Hill,emma.hill58@example.com,+1-(768)-690-8080,1988-04-11,Female,phone,TRUE,FALSE,213144,106572,2,STR-0021,
CUST-0001759,Morgan,Clark,morgan.clark59@retailco.test,+1-(709)-228-5235,1988-08-01,Female,none,FALSE,FALSE,120847,120847,1,STR-0030,
CUST-0001760,Shawn,Lee,shawn.lee60@mail.com,+1-(555)-349-1796,1958-11-09,Male,email,FALSE,FALSE,869880,434940,2,STR-0002,
CUST-0001761,Alex,Miller,alex.miller61@shopmail.com,+1-(265)-137-7496,1993-08-17,Female,phone,TRUE,FALSE,1991052,331842,6,STR-0075,
CUST-0001762,Amelia,Garcia,amelia.garcia62@retailco.test,+1-(317)-660-8558,1991-03-08,Female,email,FALSE,FALSE,60522,30261,2,,
CUST-0001763,Sophia,Hernandez,sophia.hernandez63@mail.com,+1-(783)-865-9253,2001-05-17,Female,phone,TRUE,FALSE,128180,64090,2,STR-0024,
CUST-0001764,Victoria,Young,victoria.young64@shopmail.com,+1-(222)-904-6435,1976-10-28,Female,email,TRUE,FALSE,28864,14432,2,STR-0055,
CUST-0001765,Noah,Smith,noah.smith65@mail.com,+1-(282)-807-6273,1974-03-25,Male,email,FALSE,FALSE,345044,86261,4,,
CUST-0001766,Amelia,Nguyen,amelia.nguyen66@retailco.test,+1-(477)-462-7654,1983-02-28,Male,email,TRUE,FALSE,354636,354636,1,,
CUST-0001767,Noah,Hernandez,noah.hernandez67@retailco.test,+1-(624)-304-9650,1978-02-15,Male,email,FALSE,FALSE,0,0,0,STR-0064,
CUST-0001768,Taylor,Brown,taylor.brown68@mail.com,+1-(669)-698-8989,1967-09-10,Male,email,TRUE,FALSE,0,0,0,STR-0060,
CUST-0001769,Taylor,Scott,taylor.scott69@retailco.test,+1-(345)-839-1875,1951-01-17,Male,email,FALSE,FALSE,0,0,0,,
CUST-0001770,Reese,Martinez,reese.martinez70@shopmail.com,+1-(715)-739-1144,1998-08-12,Male,email,TRUE,FALSE,0,0,0,STR-0054,
CUST-0001771,Morgan,Martin,morgan.martin71@shopmail.com,+1-(616)-446-6443,1987-05-02,Female,email,FALSE,FALSE,27952,13976,2,,
CUST-0001772,Liam,Clark,liam.clark72@retailco.test,+1-(844)-458-3103,1953-04-17,Male,email,FALSE,FALSE,933225,186645,5,STR-0042,
CUST-0001773,Isabella,Young,isabella.young73@retailco.test,+1-(907)-890-1043,1994-03-06,Male,email,FALSE,FALSE,0,0,0,STR-0082,
CUST-0001774,Evelyn,Robinson,evelyn.robinson74@mail.com,+1-(393)-242-4968,1970-07-07,Female,email,FALSE,FALSE,0,0,0,STR-0043,
CUST-0001775,Quinn,Scott,quinn.scott75@example.com,+1-(977)-764-9768,1978-10-03,Female,email,TRUE,FALSE,498162,71166,7,STR-0017,
CUST-0001776,Charlotte,Rodriguez,charlotte.rodriguez76@shopmail.com,+1-(683)-767-1810,1990-09-20,Male,sms,FALSE,FALSE,2133600,213360,10,STR-0032,
CUST-0001777,Liam,Johnson,liam.johnson77@retailco.test,+1-(769)-187-9143,1999-08-27,Male,sms,FALSE,FALSE,948015,189603,5,STR-0068,
CUST-0001778,Evelyn,Miller,evelyn.miller78@shopmail.com,+1-(346)-478-4632,1967-06-13,Male,phone,TRUE,FALSE,0,0,0,STR-0038,
CUST-0001779,Charlotte,Anderson,charlotte.anderson79@shopmail.com,+1-(703)-903-3770,1970-07-16,Male,email,TRUE,TRUE,148190,74095,2,STR-0096,
CUST-0001780,Skyler,Jackson,skyler.jackson80@mail.com,+1-(675)-977-8239,1952-12-13,Female,email,FALSE,FALSE,473132,118283,4,,
CUST-0001781,Riley,Thompson,riley.thompson81@mail.com,+1-(640)-451-3907,1966-03-15,Female,sms,TRUE,FALSE,887244,295748,3,STR-0062,
CUST-0001782,Skyler,Lee,skyler.lee82@example.com,+1-(398)-805-8384,1972-06-03,Male,email,FALSE,FALSE,24710,4942,5,STR-0063,
CUST-0001783,Alex,King,alex.king83@example.com,+1-(277)-948-2017,1983-03-03,Male,sms,TRUE,FALSE,190040,95020,2,,
CUST-0001784,Isabella,Clark,isabella.clark84@mail.com,+1-(282)-376-6059,2000-03-16,Female,email,FALSE,FALSE,0,0,0,STR-0018,
CUST-0001785,Drew,King,drew.king85@example.com,+1-(776)-569-1532,1993-05-04,Female,email,TRUE,FALSE,0,0,0,STR-0007,
CUST-0001786,Taylor,White,taylor.white86@shopmail.com,+1-(794)-270-5073,1995-11-24,Male,email,TRUE,FALSE,1330221,443407,3,STR-0078,
CUST-0001787,Rowan,Robinson,rowan.robinson87@mail.com,+1-(593)-647-9530,1954-01-24,Female,sms,TRUE,FALSE,61750,30875,2,,
CUST-0001788,Victoria,Harris,victoria.harris88@mail.com,+1-(327)-858-1078,1995-03-26,Female,email,TRUE,FALSE,129449,129449,1,STR-0003,
CUST-0001789,Amelia,Garcia,amelia.garcia89@shopmail.com,+1-(948)-769-3748,1950-07-04,Male,email,FALSE,FALSE,114979,114979,1,STR-0049,
CUST-0001790,Evan,Hernandez,evan.hernandez90@retailco.test,+1-(317)-503-4966,2001-08-10,Female,email,TRUE,FALSE,82326,27442,3,STR-0029,
CUST-0001791,Drew,Harris,drew.harris91@shopmail.com,+1-(409)-315-9221,1965-10-03,Male,phone,TRUE,FALSE,127890,127890,1,STR-0097,
CUST-0001792,Chloe,Perez,chloe.perez92@retailco.test,+1-(447)-891-9683,1962-06-18,Female,email,FALSE,FALSE,248586,248586,1,STR-0018,
CUST-0001793,Drew,Ramirez,drew.ramirez93@mail.com,+1-(241)-943-1213,1998-03-17,Male,sms,TRUE,FALSE,81144,81144,1,,
CUST-0001794,Parker,Davis,parker.davis94@shopmail.com,+1-(519)-583-3272,1979-08-06,Male,none,TRUE,FALSE,64600,32300,2,,
CUST-0001795,Emily,Wilson,emily.wilson95@example.com,+1-(607)-719-9275,1997-04-24,Female,sms,TRUE,FALSE,0,0,0,STR-0004,
CUST-0001796,Alex,Johnson,alex.johnson96@example.com,+1-(778)-835-6596,2005-01-20,Female,sms,TRUE,FALSE,238902,119451,2,STR-0059,
CUST-0001797,Cory,Lee,cory.lee97@example.com,+1-(789)-645-5856,1978-11-27,Male,phone,TRUE,FALSE,204240,40848,5,STR-0071,
CUST-0001798,Quinn,Miller,quinn.miller98@mail.com,+1-(398)-778-1624,1963-03-12,Male,sms,FALSE,FALSE,581640,145410,4,STR-0021,
CUST-0001799,Casey,Thomas,casey.thomas99@example.com,+1-(867)-254-2984,1976-09-18,Female,sms,FALSE,FALSE,81228,40614,2,STR-0052,
CUST-0001800,Dana,Smith,dana.smith0@mail.com,+1-(831)-362-6069,1964-11-03,Male,email,TRUE,FALSE,0,0,0,STR-0070,
CUST-0001801,Morgan,Young,morgan.young1@retailco.test,+1-(643)-163-8640,1981-09-22,Female,email,FALSE,FALSE,81690,11670,7,,
CUST-0001802,Casey,Davis,casey.davis2@shopmail.com,+1-(643)-926-5648,1954-10-16,Male,email,TRUE,FALSE,388080,77616,5,STR-0071,
CUST-0001803,Aria,Hill,aria.hill3@retailco.test,+1-(518)-762-8474,1979-09-02,Male,email,TRUE,FALSE,126246,42082,3,STR-0036,
CUST-0001804,Sam,Lee,sam.lee4@shopmail.com,+1-(600)-713-9753,1956-08-11,Male,email,TRUE,FALSE,0,0,0,STR-0097,
CUST-0001805,Olivia,Jackson,olivia.jackson5@example.com,+1-(346)-489-5129,1953-01-11,Female,none,TRUE,FALSE,173868,28978,6,STR-0076,
CUST-0001806,Isabella,Anderson,isabella.anderson6@mail.com,+1-(554)-758-3669,1995-08-23,Female,email,TRUE,FALSE,135212,135212,1,STR-0054,
CUST-0001807,Kendall,Clark,kendall.clark7@retailco.test,+1-(326)-120-7650,1957-09-15,Female,none,TRUE,FALSE,290830,58166,5,,
CUST-0001808,River,Lewis,river.lewis8@example.com,+1-(583)-725-5317,1970-09-28,Female,email,TRUE,FALSE,1675692,558564,3,STR-0082,
CUST-0001809,Dana,Wright,dana.wright9@retailco.test,+1-(566)-626-5621,1984-05-19,Male,email,TRUE,FALSE,0,0,0,STR-0019,
CUST-0001810,Emma,Hernandez,emma.hernandez10@retailco.test,+1-(386)-557-1144,1980-11-21,Female,email,TRUE,FALSE,4560930,760155,6,STR-0065,
CUST-0001811,Scarlett,Davis,scarlett.davis11@mail.com,+1-(788)-252-7804,1959-11-11,Female,email,FALSE,FALSE,0,0,0,STR-0024,
CUST-0001812,Rowan,King,rowan.king12@example.com,+1-(306)-526-6542,1970-05-28,Male,email,TRUE,FALSE,1338935,267787,5,STR-0001,
CUST-0001813,River,Moore,river.moore13@shopmail.com,+1-(277)-773-8210,1993-03-15,Male,sms,TRUE,FALSE,387588,96897,4,,
CUST-0001814,Noah,Harris,noah.harris14@mail.com,+1-(918)-258-1474,1956-11-12,Male,sms,FALSE,FALSE,0,0,0,,
CUST-0001815,Abigail,Ramirez,abigail.ramirez15@mail.com,+1-(329)-990-7953,1990-04-14,Male,email,TRUE,FALSE,843201,281067,3,STR-0059,
CUST-0001816,Skyler,Ramirez,skyler.ramirez16@retailco.test,+1-(989)-248-3410,1972-01-24,Female,email,FALSE,TRUE,121432,15179,8,,
CUST-0001817,Jamie,Jackson,jamie.jackson17@shopmail.com,+1-(702)-214-6741,2001-02-21,Female,email,FALSE,FALSE,110214,55107,2,,
CUST-0001818,Emma,Hernandez,emma.hernandez18@shopmail.com,+1-(652)-477-5969,1952-08-20,Male,email,FALSE,FALSE,261600,32700,8,STR-0060,
CUST-0001819,Morgan,King,morgan.king19@example.com,+1-(679)-150-4339,1954-11-15,Male,email,TRUE,FALSE,0,0,0,STR-0036,
CUST-0001820,Pat,King,pat.king20@shopmail.com,+1-(563)-196-2336,1983-01-08,Male,email,FALSE,FALSE,0,0,0,,
CUST-0001821,Logan,Ramirez,logan.ramirez21@example.com,+1-(214)-717-9183,1963-09-15,Male,email,FALSE,FALSE,0,0,0,STR-0079,
CUST-0001822,Riley,Young,riley.young22@example.com,+1-(391)-110-1861,1963-12-12,Female,email,FALSE,FALSE,1715793,571931,3,STR-0008,
CUST-0001823,Jesse,Green,jesse.green23@example.com,+1-(445)-238-3288,1974-07-24,Female,phone,FALSE,FALSE,283172,70793,4,,
CUST-0001824,Grace,Robinson,grace.robinson24@mail.com,+1-(425)-566-1645,1956-02-22,Male,email,TRUE,FALSE,320481,45783,7,STR-0091,
CUST-0001825,Harper,King,harper.king25@shopmail.com,+1-(227)-233-4021,1967-05-24,Male,sms,TRUE,FALSE,0,0,0,,
CUST-0001826,Kendall,Hernandez,kendall.hernandez26@example.com,+1-(418)-657-5790,1958-04-07,Male,phone,TRUE,FALSE,0,0,0,STR-0094,
CUST-0001827,Sam,Sanchez,sam.sanchez27@retailco.test,+1-(286)-623-8082,2005-07-23,Male,sms,TRUE,FALSE,52534,52534,1,,High risk - flagged for manual review
CUST-0001828,Mia,Miller,mia.miller28@mail.com,+1-(350)-993-1128,1991-08-12,Female,phone,TRUE,FALSE,0,0,0,STR-0014,
CUST-0001829,Lee,Clark,lee.clark29@retailco.test,+1-(714)-108-3999,1963-09-25,Male,email,TRUE,FALSE,414184,103546,4,,
CUST-0001830,Reese,Smith,reese.smith30@retailco.test,+1-(952)-919-2132,1979-10-18,Female,email,TRUE,FALSE,0,0,0,,
CUST-0001831,Evan,Hill,evan.hill31@retailco.test,+1-(679)-143-6788,1968-10-09,Female,email,TRUE,FALSE,217188,108594,2,STR-0038,
CUST-0001832,Cory,Jackson,cory.jackson32@example.com,+1-(983)-248-4184,1996-06-22,Female,email,FALSE,FALSE,102336,12792,8,STR-0013,
CUST-0001833,Grace,Flores,grace.flores33@example.com,+1-(456)-905-3968,1955-12-04,Male,sms,TRUE,FALSE,653872,163468,4,STR-0067,
CUST-0001834,Ella,Rodriguez,ella.rodriguez34@mail.com,+1-(934)-631-2863,1972-12-15,Male,email,TRUE,FALSE,1203990,601995,2,STR-0053,
CUST-0001835,Harper,Nguyen,harper.nguyen35@mail.com,+1-(928)-731-7695,1994-12-28,Male,email,FALSE,FALSE,792060,264020,3,,
CUST-0001836,Madison,Wright,madison.wright36@retailco.test,+1-(490)-693-5642,1996-09-08,Male,email,TRUE,FALSE,837576,209394,4,STR-0062,
CUST-0001837,Amelia,Johnson,amelia.johnson37@example.com,+1-(364)-870-8731,1951-02-16,Male,email,TRUE,FALSE,0,0,0,,
CUST-0001838,Aria,Green,aria.green38@shopmail.com,+1-(517)-719-3788,1970-11-26,Male,none,FALSE,FALSE,1973500,493375,4,STR-0045,
CUST-0001839,Logan,Williams,logan.williams39@retailco.test,+1-(432)-948-8777,1968-10-04,Male,email,TRUE,FALSE,21508,10754,2,STR-0037,
CUST-0001840,River,Jackson,river.jackson40@example.com,+1-(450)-880-9635,1971-03-11,Female,sms,FALSE,FALSE,0,0,0,STR-0027,
CUST-0001841,Evan,Sanchez,evan.sanchez41@example.com,+1-(462)-104-5306,1973-07-17,Male,email,TRUE,FALSE,388724,388724,1,STR-0014,
CUST-0001842,Harper,Clark,harper.clark42@example.com,+1-(215)-727-8001,2003-04-08,Female,phone,FALSE,FALSE,0,0,0,STR-0022,
CUST-0001843,Reese,Allen,reese.allen43@retailco.test,+1-(818)-608-3147,2005-01-13,Female,email,TRUE,FALSE,282912,94304,3,STR-0065,
CUST-0001844,Kendall,Perez,kendall.perez44@mail.com,+1-(608)-170-5512,2001-12-15,Female,email,FALSE,FALSE,41274,20637,2,STR-0026,
CUST-0001845,Logan,Torres,logan.torres45@mail.com,+1-(945)-925-9349,2000-12-24,Female,email,TRUE,FALSE,310964,310964,1,STR-0040,
CUST-0001846,Sophia,Thompson,sophia.thompson46@retailco.test,+1-(301)-799-1703,2003-12-15,Male,email,TRUE,FALSE,1510952,377738,4,STR-0083,
CUST-0001847,Harper,Sanchez,harper.sanchez47@example.com,+1-(757)-467-6815,2003-03-22,Male,sms,TRUE,FALSE,3246940,649388,5,,
CUST-0001848,Chloe,Wilson,chloe.wilson48@shopmail.com,+1-(399)-498-4606,1953-01-04,Male,email,FALSE,FALSE,505758,252879,2,,
CUST-0001849,Parker,Lee,parker.lee49@shopmail.com,+1-(404)-212-4469,2004-03-06,Female,none,TRUE,FALSE,679856,84982,8,STR-0047,
CUST-0001850,Sam,Hernandez,sam.hernandez50@mail.com,+1-(231)-181-2294,1977-08-20,Female,email,TRUE,FALSE,204227,204227,1,STR-0052,
CUST-0001851,Evan,Green,evan.green51@example.com,+1-(630)-543-1838,1959-06-16,Female,email,TRUE,FALSE,1996405,399281,5,STR-0010,
CUST-0001852,Alex,Thomas,alex.thomas52@mail.com,+1-(231)-945-9867,1963-05-20,Male,email,TRUE,FALSE,5154996,736428,7,STR-0082,
CUST-0001853,Pat,Allen,pat.allen53@shopmail.com,+1-(261)-559-3572,1983-01-27,Female,email,TRUE,FALSE,0,0,0,,
CUST-0001854,Parker,Harris,parker.harris54@shopmail.com,+1-(288)-133-4437,1970-03-04,Male,email,FALSE,FALSE,0,0,0,STR-0041,
CUST-0001855,Reese,Martinez,reese.martinez55@example.com,+1-(609)-683-2687,1968-06-25,Female,sms,TRUE,FALSE,288860,57772,5,STR-0074,High risk - flagged for manual review
CUST-0001856,Parker,Williams,parker.williams56@retailco.test,+1-(318)-482-7056,1978-08-15,Female,email,FALSE,FALSE,322068,322068,1,STR-0033,
CUST-0001857,Madison,Allen,madison.allen57@example.com,+1-(710)-861-5845,1996-03-04,Male,none,FALSE,FALSE,12240,2448,5,STR-0042,
CUST-0001858,Avery,Moore,avery.moore58@example.com,+1-(870)-313-4578,1991-02-08,Female,sms,FALSE,FALSE,525520,262760,2,STR-0058,
CUST-0001859,Hayden,Sanchez,hayden.sanchez59@retailco.test,+1-(891)-389-1125,1959-06-10,Female,email,TRUE,FALSE,293688,146844,2,,
CUST-0001860,Evan,Davis,evan.davis60@shopmail.com,+1-(805)-444-7625,1974-09-11,Female,email,TRUE,FALSE,0,0,0,STR-0092,
CUST-0001861,Alex,Miller,alex.miller61@retailco.test,+1-(831)-802-6997,1983-09-09,Female,email,TRUE,FALSE,324169,324169,1,STR-0093,
CUST-0001862,Kendall,Ramirez,kendall.ramirez62@mail.com,+1-(302)-256-5182,1977-03-19,Female,sms,TRUE,FALSE,2124212,531053,4,STR-0016,
CUST-0001863,Skyler,Sanchez,skyler.sanchez63@retailco.test,+1-(854)-893-8203,1964-05-17,Female,email,TRUE,FALSE,873846,291282,3,STR-0062,
CUST-0001864,Amelia,Brown,amelia.brown64@example.com,+1-(430)-734-2959,1980-02-02,Male,email,TRUE,FALSE,0,0,0,STR-0092,
CUST-0001865,Skyler,Davis,skyler.davis65@shopmail.com,+1-(333)-692-6169,1973-02-02,Female,email,TRUE,FALSE,269458,134729,2,,
CUST-0001866,Cory,Scott,cory.scott66@mail.com,+1-(524)-209-3820,1979-06-06,Female,email,FALSE,FALSE,22988,22988,1,STR-0041,
CUST-0001867,Lee,Flores,lee.flores67@retailco.test,+1-(744)-995-9518,1965-08-01,Female,email,TRUE,FALSE,0,0,0,,
CUST-0001868,Scarlett,Harris,scarlett.harris68@retailco.test,+1-(684)-483-8450,1965-04-08,Female,none,TRUE,FALSE,1351692,225282,6,,
CUST-0001869,Charlotte,Ramirez,charlotte.ramirez69@retailco.test,+1-(772)-319-9455,1986-07-02,Male,none,TRUE,FALSE,52904,26452,2,STR-0056,
CUST-0001870,Chloe,Perez,chloe.perez70@shopmail.com,+1-(295)-558-8090,1970-12-12,Male,email,FALSE,TRUE,314885,62977,5,STR-0019,
CUST-0001871,Logan,Ramirez,logan.ramirez71@example.com,+1-(722)-637-6522,1977-12-11,Male,email,TRUE,FALSE,0,0,0,STR-0012,
CUST-0001872,Shawn,Nguyen,shawn.nguyen72@example.com,+1-(304)-578-8654,2004-07-20,Female,sms,FALSE,FALSE,462654,231327,2,STR-0031,
CUST-0001873,Sam,Martin,sam.martin73@mail.com,+1-(385)-176-1659,1955-10-06,Male,email,TRUE,FALSE,15890,2270,7,,
CUST-0001874,Isabella,Anderson,isabella.anderson74@retailco.test,+1-(460)-645-9255,1981-10-11,Male,email,TRUE,FALSE,468528,117132,4,STR-0047,
CUST-0001875,Ella,Thomas,ella.thomas75@mail.com,+1-(444)-752-8710,2004-04-15,Male,phone,FALSE,FALSE,103562,51781,2,STR-0049,
CUST-0001876,Emma,Smith,emma.smith76@mail.com,+1-(560)-378-3816,2003-07-01,Female,sms,TRUE,FALSE,22682,11341,2,STR-0074,
CUST-0001877,Madison,Scott,madison.scott77@example.com,+1-(213)-349-4053,2002-03-06,Male,email,FALSE,FALSE,232932,232932,1,STR-0042,
CUST-0001878,Mia,White,mia.white78@shopmail.com,+1-(936)-960-4673,1979-01-14,Female,email,TRUE,FALSE,3512184,439023,8,STR-0045,
CUST-0001879,Riley,Jackson,riley.jackson79@mail.com,+1-(333)-765-5033,1991-06-27,Female,sms,TRUE,FALSE,0,0,0,STR-0022,
CUST-0001880,Olivia,Clark,olivia.clark80@shopmail.com,+1-(833)-765-4667,1966-04-14,Female,email,FALSE,FALSE,1328976,332244,4,STR-0017,
CUST-0001881,Jamie,Robinson,jamie.robinson81@shopmail.com,+1-(391)-925-6447,1952-12-04,Female,sms,FALSE,FALSE,0,0,0,STR-0006,
CUST-0001882,Victoria,Perez,victoria.perez82@shopmail.com,+1-(740)-946-2420,2001-11-08,Male,email,FALSE,FALSE,360012,60002,6,STR-0018,
CUST-0001883,Hayden,Lewis,hayden.lewis83@shopmail.com,+1-(965)-303-1089,1971-08-23,Male,phone,TRUE,FALSE,41210,8242,5,,
CUST-0001884,Robin,Lee,robin.lee84@mail.com,+1-(646)-399-5235,1999-05-19,Male,email,FALSE,FALSE,0,0,0,STR-0033,
CUST-0001885,Sophia,Brown,sophia.brown85@mail.com,+1-(992)-726-5436,2004-07-14,Female,email,FALSE,FALSE,265734,132867,2,STR-0089,
CUST-0001886,Madison,Young,madison.young86@mail.com,+1-(475)-130-1857,2005-02-01,Female,email,FALSE,FALSE,363708,181854,2,STR-0093,
CUST-0001887,Evan,Nguyen,evan.nguyen87@retailco.test,+1-(501)-612-6238,1966-07-07,Female,email,FALSE,FALSE,379595,75919,5,,
CUST-0001888,Morgan,Martinez,morgan.martinez88@example.com,+1-(900)-328-3753,1951-09-16,Female,email,TRUE,FALSE,14054,14054,1,STR-0098,
CUST-0001889,Grace,Wilson,grace.wilson89@retailco.test,+1-(262)-728-2310,1997-05-05,Male,email,TRUE,FALSE,0,0,0,STR-0091,
CUST-0001890,Jesse,Walker,jesse.walker90@retailco.test,+1-(411)-760-1795,1966-03-04,Male,email,TRUE,FALSE,4476,2238,2,,
CUST-0001891,Parker,Thompson,parker.thompson91@retailco.test,+1-(579)-430-6406,1968-10-24,Male,email,TRUE,FALSE,958284,239571,4,,High risk - flagged for manual review
CUST-0001892,Jamie,Garcia,jamie.garcia92@retailco.test,+1-(847)-929-1070,1991-03-06,Male,email,TRUE,FALSE,0,0,0,STR-0034,
CUST-0001893,Scarlett,Brown,scarlett.brown93@shopmail.com,+1-(915)-155-8514,1968-04-19,Female,email,TRUE,FALSE,72280,14456,5,,
CUST-0001894,Parker,Moore,parker.moore94@mail.com,+1-(210)-821-2311,1985-03-23,Female,none,TRUE,FALSE,149824,149824,1,STR-0081,
CUST-0001895,Riley,Allen,riley.allen95@retailco.test,+1-(359)-445-6955,2000-03-13,Male,email,TRUE,FALSE,372200,186100,2,,
CUST-0001896,Noah,Clark,noah.clark96@example.com,+1-(881)-789-8997,1998-04-16,Male,email,TRUE,TRUE,12444,6222,2,,
CUST-0001897,Chris,Thomas,chris.thomas97@mail.com,+1-(458)-932-4247,1998-09-16,Female,sms,TRUE,FALSE,1024191,341397,3,,
CUST-0001898,Aria,Rodriguez,aria.rodriguez98@shopmail.com,+1-(483)-415-1421,1997-10-04,Female,email,TRUE,FALSE,1059072,176512,6,STR-0016,
CUST-0001899,Jesse,Nguyen,jesse.nguyen99@example.com,+1-(875)-403-7154,1993-06-01,Female,none,TRUE,FALSE,194175,194175,1,,
CUST-0001900,Aria,King,aria.king0@mail.com,+1-(512)-349-4573,1959-09-20,Male,phone,TRUE,FALSE,897673,128239,7,STR-0051,
CUST-0001901,Madison,Wilson,madison.wilson1@shopmail.com,+1-(258)-504-4708,1954-12-16,Male,sms,FALSE,FALSE,248098,248098,1,STR-0035,
CUST-0001902,Madison,Williams,madison.williams2@example.com,+1-(852)-109-2787,1963-02-19,Male,sms,FALSE,FALSE,85852,21463,4,STR-0041,
CUST-0001903,Liam,Rodriguez,liam.rodriguez3@retailco.test,+1-(250)-479-1711,1998-11-03,Male,none,TRUE,FALSE,387441,129147,3,,
CUST-0001904,Kendall,Rodriguez,kendall.rodriguez4@retailco.test,+1-(982)-672-7517,1995-10-21,Male,sms,TRUE,FALSE,1383712,345928,4,STR-0099,
CUST-0001905,Quinn,Moore,quinn.moore5@example.com,+1-(306)-289-4576,1979-05-27,Male,sms,TRUE,FALSE,365577,121859,3,STR-0001,
CUST-0001906,Noah,Allen,noah.allen6@shopmail.com,+1-(885)-164-3172,1991-08-24,Female,email,TRUE,FALSE,877326,146221,6,STR-0020,
CUST-0001907,Taylor,Scott,taylor.scott7@example.com,+1-(461)-390-4336,1982-12-18,Male,sms,FALSE,TRUE,731840,365920,2,STR-0093,
CUST-0001908,Morgan,Hill,morgan.hill8@mail.com,+1-(447)-908-9612,2002-02-25,Female,email,TRUE,FALSE,605020,121004,5,STR-0023,
CUST-0001909,Rowan,Ramirez,rowan.ramirez9@mail.com,+1-(526)-252-3540,2004-06-07,Female,phone,TRUE,TRUE,172848,21606,8,STR-0015,
CUST-0001910,Aria,Jones,aria.jones10@retailco.test,+1-(715)-304-6649,2001-05-14,Male,none,TRUE,FALSE,774813,258271,3,STR-0099,
CUST-0001911,Madison,Hill,madison.hill11@shopmail.com,+1-(602)-914-2977,1975-05-07,Male,email,FALSE,FALSE,245892,40982,6,STR-0038,
CUST-0001912,Taylor,Lewis,taylor.lewis12@retailco.test,+1-(782)-378-5049,1986-01-28,Male,email,TRUE,FALSE,2257158,376193,6,,
CUST-0001913,Sawyer,Lopez,sawyer.lopez13@retailco.test,+1-(533)-602-9056,1968-12-17,Male,phone,TRUE,FALSE,0,0,0,STR-0026,
CUST-0001914,River,Harris,river.harris14@example.com,+1-(507)-626-9610,1993-06-13,Male,email,FALSE,FALSE,48168,12042,4,,
CUST-0001915,Victoria,Garcia,victoria.garcia15@retailco.test,+1-(654)-202-9306,1991-12-09,Female,sms,FALSE,FALSE,944655,188931,5,STR-0070,
CUST-0001916,Morgan,Anderson,morgan.anderson16@retailco.test,+1-(468)-602-9607,1978-03-14,Male,sms,TRUE,FALSE,0,0,0,STR-0003,
CUST-0001917,Hayden,Garcia,hayden.garcia17@retailco.test,+1-(957)-656-4549,1958-11-11,Female,email,TRUE,FALSE,232970,116485,2,STR-0017,
CUST-0001918,Robin,Harris,robin.harris18@example.com,+1-(387)-550-2502,1962-03-14,Male,email,TRUE,FALSE,409708,102427,4,,High risk - flagged for manual review
CUST-0001919,Riley,White,riley.white19@shopmail.com,+1-(995)-873-2472,1993-07-27,Female,none,FALSE,FALSE,2432208,405368,6,STR-0070,
CUST-0001920,Reese,Thompson,reese.thompson20@mail.com,+1-(680)-144-6244,1987-04-07,Male,email,FALSE,FALSE,298963,42709,7,,
CUST-0001921,Ava,Garcia,ava.garcia21@shopmail.com,+1-(844)-572-3632,1990-04-13,Female,email,FALSE,FALSE,26000,13000,2,,
CUST-0001922,Jordan,Davis,jordan.davis22@shopmail.com,+1-(300)-835-6343,2000-04-26,Female,email,TRUE,FALSE,101530,20306,5,,
CUST-0001923,Skyler,Hernandez,skyler.hernandez23@example.com,+1-(252)-906-2695,1957-02-23,Male,sms,TRUE,FALSE,141284,141284,1,,
CUST-0001924,Taylor,Scott,taylor.scott24@example.com,+1-(509)-791-6738,1997-11-26,Female,email,TRUE,FALSE,146650,73325,2,STR-0003,
CUST-0001925,Ella,Clark,ella.clark25@mail.com,+1-(896)-671-8610,2004-12-03,Male,email,FALSE,FALSE,409605,81921,5,STR-0091,
CUST-0001926,Abigail,Clark,abigail.clark26@example.com,+1-(542)-810-4171,1996-11-03,Female,email,FALSE,FALSE,96084,32028,3,STR-0006,
CUST-0001927,Skyler,Clark,skyler.clark27@mail.com,+1-(861)-841-1293,2003-12-22,Female,email,TRUE,FALSE,1170183,390061,3,STR-0068,
CUST-0001928,Riley,Hill,riley.hill28@retailco.test,+1-(650)-250-7694,1955-01-13,Male,email,FALSE,FALSE,343935,114645,3,STR-0023,
CUST-0001929,Avery,Hill,avery.hill29@mail.com,+1-(496)-226-6956,1975-02-16,Male,email,TRUE,FALSE,501102,167034,3,STR-0055,
CUST-0001930,Evelyn,White,evelyn.white30@retailco.test,+1-(248)-434-9379,1959-07-25,Female,email,FALSE,FALSE,332265,110755,3,STR-0014,
CUST-0001931,Ella,Thompson,ella.thompson31@shopmail.com,+1-(311)-913-5039,1964-10-08,Male,email,FALSE,FALSE,6210057,887151,7,STR-0009,
CUST-0001932,Noah,Hill,noah.hill32@retailco.test,+1-(500)-941-1507,1965-05-18,Male,email,TRUE,FALSE,33180,2212,15,STR-0004,
