address_id,customer_id,label,address_line1,address_line2,city,state,postal_code,country,is_default_shipping,is_default_billing
ADDR-0002116-1,CUST-0002116,Home,1810 Sunset Blvd,,Phoenix,MN,89209,USA,TRUE,FALSE
ADDR-0002116-2,CUST-0002116,Shipping,3735 Pine St,,Indianapolis,OR,56765,USA,FALSE,FALSE
ADDR-0002117-1,CUST-0002117,Home,117 Oak St,,Dallas,TN,70704,USA,TRUE,FALSE
ADDR-0002118-1,CUST-0002118,Home,2194 Oak St,,Dallas,PA,74724,USA,TRUE,FALSE
ADDR-0002119-1,CUST-0002119,Home,312 Pine St,,Jacksonville,FL,59173,USA,TRUE,FALSE
ADDR-0002120-1,CUST-0002120,Home,915 Broadway,,Denver,NC,48159,USA,TRUE,FALSE
ADDR-0002121-1,CUST-0002121,Home,3625 Oak St,,Boston,VA,26329,USA,TRUE,FALSE
ADDR-0002122-1,CUST-0002122,Home,2633 Pine St,,Phoenix,MA,27097,USA,TRUE,FALSE
ADDR-0002123-1,CUST-0002123,Home,2924 Oak St,,Detroit,KY,72827,USA,TRUE,FALSE
ADDR-0002124-1,CUST-0002124,Home,517 Maple Ave,,Columbus,CT,70110,USA,TRUE,FALSE
ADDR-0002125-1,CUST-0002125,Home,2875 Pine St,,Charlotte,MN,70866,USA,TRUE,FALSE
ADDR-0002126-1,CUST-0002126,Home,2088 Pine St,,Columbus,NC,24360,USA,TRUE,FALSE
ADDR-0002126-2,CUST-0002126,Shipping,2620 Maple Ave,,San Jose,NJ,45406,USA,FALSE,FALSE
ADDR-0002127-1,CUST-0002127,Home,1763 Maple Ave,,Houston,CT,28389,USA,TRUE,FALSE
ADDR-0002128-1,CUST-0002128,Home,1930 Market St,,Dallas,TN,37607,USA,TRUE,FALSE
ADDR-0002129-1,CUST-0002129,Home,1090 Oak St,,Houston,NY,97031,USA,TRUE,FALSE
ADDR-0002130-1,CUST-0002130,Home,3515 Market St,,Charlotte,KY,16523,USA,TRUE,FALSE
ADDR-0002131-1,CUST-0002131,Home,3217 Maple Ave,,Columbus,CT,44346,USA,TRUE,FALSE
ADDR-0002132-1,CUST-0002132,Home,3765 Maple Ave,,Jacksonville,WA,41068,USA,TRUE,FALSE
ADDR-0002133-1,CUST-0002133,Home,2459 Broadway,,Jacksonville,WI,97664,USA,TRUE,FALSE
ADDR-0002134-1,CUST-0002134,Home,3082 Maple Ave,,Detroit,IL,13644,USA,TRUE,FALSE
ADDR-0002134-2,CUST-0002134,Shipping,1807 Maple Ave,,San Diego,WA,61445,USA,FALSE,FALSE
ADDR-0002135-1,CUST-0002135,Home,2626 Oak St,,Nashville,FL,17132,USA,TRUE,FALSE
ADDR-0002136-1,CUST-0002136,Home,2232 Maple Ave,,Los Angeles,WA,55627,USA,TRUE,FALSE
ADDR-0002136-2,CUST-0002136,Work,646 Oak St,,Los Angeles,TX,95942,USA,FALSE,FALSE
ADDR-0002137-1,CUST-0002137,Home,531 Market St,,Oklahoma City,OR,20976,USA,TRUE,FALSE
ADDR-0002138-1,CUST-0002138,Home,3496 Broadway,,Detroit,CT,97268,USA,TRUE,FALSE
ADDR-0002139-1,CUST-0002139,Home,3771 Pine St,,Jacksonville,MA,65864,USA,TRUE,FALSE
ADDR-0002140-1,CUST-0002140,Home,1164 Oak St,,Seattle,IL,72029,USA,TRUE,FALSE
ADDR-0002141-1,CUST-0002141,Home,1525 Pine St,,New York,OR,45863,USA,TRUE,FALSE
ADDR-0002142-1,CUST-0002142,Home,1759 Market St,,Detroit,KY,49845,USA,TRUE,FALSE
ADDR-0002143-1,CUST-0002143,Home,2025 Maple Ave,,Denver,AZ,95631,USA,TRUE,FALSE
ADDR-0002144-1,CUST-0002144,Home,473 Pine St,,Chicago,KY,98617,USA,TRUE,FALSE
ADDR-0002145-1,CUST-0002145,Home,2032 Sunset Blvd,,Philadelphia,VA,28281,USA,TRUE,FALSE
ADDR-0002146-1,CUST-0002146,Home,1526 Sunset Blvd,,Jacksonville,IL,70942,USA,TRUE,FALSE
ADDR-0002147-1,CUST-0002147,Home,3629 Pine St,,Chicago,MA,76414,USA,TRUE,FALSE
ADDR-0002147-2,CUST-0002147,Shipping,3251 Broadway,,Denver,MN,98707,USA,FALSE,FALSE
ADDR-0002148-1,CUST-0002148,Home,3018 Market St,,Chicago,MO,34277,USA,TRUE,FALSE
ADDR-0002149-1,CUST-0002149,Home,660 Market St,,Nashville,MD,11907,USA,TRUE,FALSE
ADDR-0002149-2,CUST-0002149,Work,1180 Oak St,,Detroit,VA,55108,USA,FALSE,FALSE
ADDR-0002150-1,CUST-0002150,Home,430 Main St,,New York,MD,82803,USA,TRUE,FALSE
ADDR-0002151-1,CUST-0002151,Home,3081 Maple Ave,,New York,VA,26076,USA,TRUE,FALSE
ADDR-0002151-2,CUST-0002151,Billing,1811 Maple Ave,,Austin,KY,98973,USA,FALSE,TRUE
ADDR-0002152-1,CUST-0002152,Home,3667 Maple Ave,,Oklahoma City,TN,47772,USA,TRUE,FALSE
ADDR-0002152-2,CUST-0002152,Work,3976 Main St,,Charlotte,MA,85004,USA,FALSE,FALSE
ADDR-0002153-1,CUST-0002153,Home,412 Oak St,,San Antonio,OH,94705,USA,TRUE,FALSE
ADDR-0002154-1,CUST-0002154,Home,2052 Maple Ave,,San Francisco,MO,92118,USA,TRUE,FALSE
ADDR-0002155-1,CUST-0002155,Home,3900 Broadway,,Austin,KY,12260,USA,TRUE,FALSE
ADDR-0002156-1,CUST-0002156,Home,3262 Main St,,San Antonio,FL,32450,USA,TRUE,FALSE
ADDR-0002157-1,CUST-0002157,Home,2357 Broadway,,Seattle,MI,21800,USA,TRUE,FALSE
ADDR-0002158-1,CUST-0002158,Home,410 Market St,,Dallas,TN,50234,USA,TRUE,FALSE
ADDR-0002159-1,CUST-0002159,Home,3739 Market St,,Philadelphia,NY,53652,USA,TRUE,FALSE
ADDR-0002160-1,CUST-0002160,Home,3064 Sunset Blvd,,Nashville,OH,37656,USA,TRUE,FALSE
ADDR-0002161-1,CUST-0002161,Home,1307 Broadway,,Denver,MD,30872,USA,TRUE,FALSE
ADDR-0002162-1,CUST-0002162,Home,3010 Sunset Blvd,,Chicago,VA,21120,USA,TRUE,FALSE
ADDR-0002163-1,CUST-0002163,Home,3402 Broadway,,Nashville,NY,39424,USA,TRUE,FALSE
ADDR-0002164-1,CUST-0002164,Home,240 Main St,,San Francisco,TX,98200,USA,TRUE,FALSE
ADDR-0002165-1,CUST-0002165,Home,2357 Oak St,,Detroit,CA,12249,USA,TRUE,FALSE
ADDR-0002166-1,CUST-0002166,Home,387 Market St,,El Paso,OR,11170,USA,TRUE,FALSE
ADDR-0002167-1,CUST-0002167,Home,2280 Maple Ave,,Houston,CA,90588,USA,TRUE,FALSE
ADDR-0002167-2,CUST-0002167,Shipping,1374 Sunset Blvd,,Austin,PA,72564,USA,FALSE,FALSE
ADDR-0002168-1,CUST-0002168,Home,3812 Oak St,,Phoenix,MI,68884,USA,TRUE,FALSE
ADDR-0002169-1,CUST-0002169,Home,1584 Market St,,Nashville,KY,68190,USA,TRUE,FALSE
ADDR-0002170-1,CUST-0002170,Home,3425 Main St,,San Diego,MN,77126,USA,TRUE,FALSE
ADDR-0002171-1,CUST-0002171,Home,3168 Sunset Blvd,,Charlotte,MI,25683,USA,TRUE,FALSE
ADDR-0002172-1,CUST-0002172,Home,1306 Maple Ave,,San Francisco,WA,31891,USA,TRUE,FALSE
ADDR-0002172-2,CUST-0002172,Work,2786 Broadway,,Denver,NC,91900,USA,FALSE,FALSE
ADDR-0002173-1,CUST-0002173,Home,3614 Oak St,,San Jose,CO,74250,USA,TRUE,FALSE
ADDR-0002174-1,CUST-0002174,Home,2231 Broadway,,Seattle,IN,85788,USA,TRUE,FALSE
ADDR-0002174-2,CUST-0002174,Billing,2934 Sunset Blvd,,Indianapolis,CT,21723,USA,FALSE,TRUE
ADDR-0002175-1,CUST-0002175,Home,3651 Maple Ave,,Jacksonville,IL,71835,USA,TRUE,FALSE
ADDR-0002176-1,CUST-0002176,Home,3838 Oak St,,El Paso,NC,35981,USA,TRUE,FALSE
ADDR-0002177-1,CUST-0002177,Home,1833 Broadway,,Nashville,MA,21478,USA,TRUE,FALSE
ADDR-0002177-2,CUST-0002177,Shipping,580 Market St,,Chicago,TN,45639,USA,FALSE,FALSE
ADDR-0002178-1,CUST-0002178,Home,3818 Oak St,,Fort Worth,NJ,84623,USA,TRUE,FALSE
ADDR-0002179-1,CUST-0002179,Home,2293 Sunset Blvd,,Austin,FL,67577,USA,TRUE,FALSE
ADDR-0002180-1,CUST-0002180,Home,2073 Maple Ave,,Oklahoma City,KY,35692,USA,TRUE,FALSE
ADDR-0002181-1,CUST-0002181,Home,759 Maple Ave,,Los Angeles,CO,95016,USA,TRUE,FALSE
ADDR-0002182-1,CUST-0002182,Home,623 Pine St,,Indianapolis,NJ,84328,USA,TRUE,FALSE
ADDR-0002183-1,CUST-0002183,Home,2637 Sunset Blvd,,Detroit,MI,47270,USA,TRUE,FALSE
ADDR-0002184-1,CUST-0002184,Home,3248 Market St,,Houston,NC,39767,USA,TRUE,FALSE
ADDR-0002185-1,CUST-0002185,Home,3441 Maple Ave,,Chicago,NJ,43372,USA,TRUE,FALSE
ADDR-0002186-1,CUST-0002186,Home,3760 Oak St,,Seattle,KY,68640,USA,TRUE,FALSE
ADDR-0002187-1,CUST-0002187,Home,2084 Sunset Blvd,,Jacksonville,CO,72547,USA,TRUE,FALSE
ADDR-0002187-2,CUST-0002187,Shipping,3311 Main St,,Nashville,VA,96991,USA,FALSE,FALSE
ADDR-0002188-1,CUST-0002188,Home,2442 Oak St,,Indianapolis,CT,69649,USA,TRUE,FALSE
ADDR-0002189-1,CUST-0002189,Home,3023 Oak St,,New York,KY,63072,USA,TRUE,FALSE
ADDR-0002190-1,CUST-0002190,Home,1183 Pine St,,El Paso,MD,95085,USA,TRUE,FALSE
ADDR-0002191-1,CUST-0002191,Home,3240 Market St,,Columbus,NY,57704,USA,TRUE,FALSE
ADDR-0002192-1,CUST-0002192,Home,3444 Pine St,,Washington,PA,41273,USA,TRUE,FALSE
ADDR-0002193-1,CUST-0002193,Home,3396 Main St,,Boston,WI,23518,USA,TRUE,FALSE
ADDR-0002194-1,CUST-0002194,Home,3601 Main St,,Fort Worth,OH,38421,USA,TRUE,FALSE
ADDR-0002195-1,CUST-0002195,Home,1778 Main St,,Nashville,WA,53900,USA,TRUE,FALSE
ADDR-0002196-1,CUST-0002196,Home,253 Oak St,,Columbus,WA,64113,USA,TRUE,FALSE
ADDR-0002197-1,CUST-0002197,Home,557 Market St,,Chicago,CT,90531,USA,TRUE,FALSE
ADDR-0002198-1,CUST-0002198,Home,2192 Oak St,,Denver,CO,71569,USA,TRUE,FALSE
ADDR-0002198-2,CUST-0002198,Billing,1320 Broadway,,Columbus,NC,92915,USA,FALSE,TRUE
ADDR-0002199-1,CUST-0002199,Home,2094 Pine St,,San Jose,MD,77214,USA,TRUE,FALSE
ADDR-0002200-1,CUST-0002200,Home,3249 Broadway,,Phoenix,TN,72747,USA,TRUE,FALSE
ADDR-0002201-1,CUST-0002201,Home,1575 Market St,,San Jose,NJ,89612,USA,TRUE,FALSE
ADDR-0002202-1,CUST-0002202,Home,1375 Sunset Blvd,,Fort Worth,VA,44507,USA,TRUE,FALSE
ADDR-0002203-1,CUST-0002203,Home,3378 Sunset Blvd,,Oklahoma City,MA,73462,USA,TRUE,FALSE
ADDR-0002204-1,CUST-0002204,Home,3715 Broadway,,Charlotte,MA,42670,USA,TRUE,FALSE
ADDR-0002205-1,CUST-0002205,Home,226 Main St,,El Paso,WI,96566,USA,TRUE,FALSE
ADDR-0002206-1,CUST-0002206,Home,2954 Sunset Blvd,,Detroit,VA,44300,USA,TRUE,FALSE
ADDR-0002207-1,CUST-0002207,Home,454 Broadway,,Chicago,OH,47137,USA,TRUE,FALSE
ADDR-0002208-1,CUST-0002208,Home,689 Maple Ave,,Charlotte,GA,99895,USA,TRUE,FALSE
ADDR-0002208-2,CUST-0002208,Billing,3967 Broadway,,Oklahoma City,WA,53115,USA,FALSE,TRUE
ADDR-0002209-1,CUST-0002209,Home,2343 Pine St,,San Francisco,NY,28030,USA,TRUE,FALSE
ADDR-0002210-1,CUST-0002210,Home,498 Main St,,Oklahoma City,MN,67692,USA,TRUE,FALSE
ADDR-0002211-1,CUST-0002211,Home,1815 Market St,,Columbus,MD,29314,USA,TRUE,FALSE
ADDR-0002212-1,CUST-0002212,Home,2489 Pine St,,New York,FL,30011,USA,TRUE,FALSE
ADDR-0002213-1,CUST-0002213,Home,2935 Main St,,Jacksonville,PA,93961,USA,TRUE,FALSE
ADDR-0002214-1,CUST-0002214,Home,2609 Sunset Blvd,,El Paso,CT,83073,USA,TRUE,FALSE
ADDR-0002215-1,CUST-0002215,Home,1871 Market St,,Fort Worth,NY,22604,USA,TRUE,FALSE
ADDR-0002216-1,CUST-0002216,Home,311 Sunset Blvd,,Charlotte,MD,83505,USA,TRUE,FALSE
ADDR-0002216-2,CUST-0002216,Work,1520 Maple Ave,,Chicago,NJ,44825,USA,FALSE,FALSE
ADDR-0002217-1,CUST-0002217,Home,3190 Sunset Blvd,,San Francisco,MA,84644,USA,TRUE,FALSE
ADDR-0002218-1,CUST-0002218,Home,1744 Maple Ave,,Jacksonville,MA,29301,USA,TRUE,FALSE
ADDR-0002219-1,CUST-0002219,Home,3920 Broadway,,Dallas,NY,88897,USA,TRUE,FALSE
ADDR-0002220-1,CUST-0002220,Home,2271 Maple Ave,,Los Angeles,WI,43569,USA,TRUE,FALSE
ADDR-0002221-1,CUST-0002221,Home,787 Pine St,,Chicago,WA,69671,USA,TRUE,FALSE
ADDR-0002222-1,CUST-0002222,Home,2514 Sunset Blvd,,Denver,CA,37849,USA,TRUE,FALSE
ADDR-0002223-1,CUST-0002223,Home,916 Oak St,,Nashville,NJ,19666,USA,TRUE,FALSE
ADDR-0002224-1,CUST-0002224,Home,1451 Maple Ave,,San Francisco,PA,59625,USA,TRUE,FALSE
ADDR-0002225-1,CUST-0002225,Home,1327 Broadway,,San Diego,WI,49569,USA,TRUE,FALSE
ADDR-0002226-1,CUST-0002226,Home,2573 Broadway,,Charlotte,OR,98137,USA,TRUE,FALSE
ADDR-0002226-2,CUST-0002226,Shipping,1467 Oak St,,Fort Worth,VA,62305,USA,FALSE,FALSE
ADDR-0002227-1,CUST-0002227,Home,2047 Broadway,,Seattle,MI,34555,USA,TRUE,FALSE
ADDR-0002228-1,CUST-0002228,Home,521 Maple Ave,,Chicago,MN,23716,USA,TRUE,FALSE
ADDR-0002229-1,CUST-0002229,Home,2896 Oak St,,Austin,IN,45535,USA,TRUE,FALSE
ADDR-0002230-1,CUST-0002230,Home,3375 Main St,,Philadelphia,NC,86888,USA,TRUE,FALSE
ADDR-0002231-1,CUST-0002231,Home,2239 Oak St,,Chicago,TN,17303,USA,TRUE,FALSE
ADDR-0002232-1,CUST-0002232,Home,1039 Sunset Blvd,,El Paso,MA,56730,USA,TRUE,FALSE
ADDR-0002233-1,CUST-0002233,Home,2428 Pine St,,Jacksonville,WA,51358,USA,TRUE,FALSE
ADDR-0002234-1,CUST-0002234,Home,3649 Pine St,,New York,AZ,89180,USA,TRUE,FALSE
ADDR-0002235-1,CUST-0002235,Home,2429 Main St,,Oklahoma City,AZ,79139,USA,TRUE,FALSE
ADDR-0002236-1,CUST-0002236,Home,823 Pine St,,Charlotte,PA,36471,USA,TRUE,FALSE
ADDR-0002236-2,CUST-0002236,Shipping,1610 Oak St,,Oklahoma City,MN,53250,USA,FALSE,FALSE
ADDR-0002237-1,CUST-0002237,Home,2644 Maple Ave,,Washington,FL,23317,USA,TRUE,FALSE
ADDR-0002238-1,CUST-0002238,Home,3378 Broadway,,San Diego,GA,54128,USA,TRUE,FALSE
ADDR-0002239-1,CUST-0002239,Home,1210 Market St,,San Antonio,TX,24476,USA,TRUE,FALSE
ADDR-0002240-1,CUST-0002240,Home,3764 Pine St,,Chicago,MI,89092,USA,TRUE,FALSE
ADDR-0002241-1,CUST-0002241,Home,590 Pine St,,San Diego,IL,63365,USA,TRUE,FALSE
ADDR-0002242-1,CUST-0002242,Home,2821 Broadway,,Oklahoma City,IN,97462,USA,TRUE,FALSE
ADDR-0002243-1,CUST-0002243,Home,2961 Maple Ave,,El Paso,WA,83144,USA,TRUE,FALSE
ADDR-0002244-1,CUST-0002244,Home,514 Maple Ave,,San Francisco,MA,85868,USA,TRUE,FALSE
ADDR-0002244-2,CUST-0002244,Billing,3862 Main St,,San Jose,WA,29801,USA,FALSE,TRUE
ADDR-0002245-1,CUST-0002245,Home,1544 Broadway,,Los Angeles,WI,49990,USA,TRUE,FALSE
ADDR-0002246-1,CUST-0002246,Home,2297 Maple Ave,,Washington,NC,50074,USA,TRUE,FALSE
ADDR-0002247-1,CUST-0002247,Home,200 Broadway,,El Paso,IN,78226,USA,TRUE,FALSE
ADDR-0002247-2,CUST-0002247,Work,1350 Broadway,,Indianapolis,TN,17225,USA,FALSE,FALSE
ADDR-0002248-1,CUST-0002248,Home,226 Oak St,,San Antonio,TN,81568,USA,TRUE,FALSE
ADDR-0002249-1,CUST-0002249,Home,2654 Oak St,,Chicago,PA,19552,USA,TRUE,FALSE
ADDR-0002250-1,CUST-0002250,Home,2337 Broadway,,Fort Worth,WA,59609,USA,TRUE,FALSE
ADDR-0002251-1,CUST-0002251,Home,2202 Oak St,,Charlotte,OR,52962,USA,TRUE,FALSE
ADDR-0002252-1,CUST-0002252,Home,3879 Oak St,,Fort Worth,IL,19907,USA,TRUE,FALSE
ADDR-0002253-1,CUST-0002253,Home,2147 Broadway,,Austin,CO,41901,USA,TRUE,FALSE
ADDR-0002254-1,CUST-0002254,Home,690 Market St,,Columbus,NC,28585,USA,TRUE,FALSE
ADDR-0002255-1,CUST-0002255,Home,1308 Oak St,,Oklahoma City,NJ,24261,USA,TRUE,FALSE
ADDR-0002256-1,CUST-0002256,Home,536 Sunset Blvd,,Seattle,PA,98482,USA,TRUE,FALSE
ADDR-0002257-1,CUST-0002257,Home,1653 Oak St,,Denver,TX,88755,USA,TRUE,FALSE
ADDR-0002258-1,CUST-0002258,Home,2162 Pine St,,Oklahoma City,CA,82125,USA,TRUE,FALSE
ADDR-0002259-1,CUST-0002259,Home,3542 Oak St,,Los Angeles,MI,28272,USA,TRUE,FALSE
ADDR-0002260-1,CUST-0002260,Home,3171 Pine St,,Oklahoma City,NY,55957,USA,TRUE,FALSE
ADDR-0002261-1,CUST-0002261,Home,1084 Maple Ave,,Detroit,OR,87124,USA,TRUE,FALSE
ADDR-0002262-1,CUST-0002262,Home,189 Pine St,,Fort Worth,CT,52436,USA,TRUE,FALSE
ADDR-0002263-1,CUST-0002263,Home,2520 Pine St,,San Diego,NJ,55282,USA,TRUE,FALSE
ADDR-0002264-1,CUST-0002264,Home,735 Pine St,,Indianapolis,IL,37773,USA,TRUE,FALSE
ADDR-0002265-1,CUST-0002265,Home,2395 Main St,,Nashville,CA,24312,USA,TRUE,FALSE
ADDR-0002266-1,CUST-0002266,Home,2102 Oak St,,Detroit,AZ,91459,USA,TRUE,FALSE
ADDR-0002267-1,CUST-0002267,Home,3481 Maple Ave,,Philadelphia,KY,70106,USA,TRUE,FALSE
ADDR-0002268-1,CUST-0002268,Home,2606 Sunset Blvd,,El Paso,KY,62977,USA,TRUE,FALSE
ADDR-0002269-1,CUST-0002269,Home,3388 Pine St,,Boston,FL,44335,USA,TRUE,FALSE
ADDR-0002270-1,CUST-0002270,Home,1711 Market St,,Los Angeles,TN,10705,USA,TRUE,FALSE
ADDR-0002271-1,CUST-0002271,Home,761 Market St,,Fort Worth,MD,60688,USA,TRUE,FALSE
ADDR-0002272-1,CUST-0002272,Home,1048 Maple Ave,,San Diego,TX,58561,USA,TRUE,FALSE
ADDR-0002273-1,CUST-0002273,Home,1596 Market St,,Oklahoma City,WA,82060,USA,TRUE,FALSE
ADDR-0002274-1,CUST-0002274,Home,3292 Oak St,,San Jose,CT,45533,USA,TRUE,FALSE
ADDR-0002275-1,CUST-0002275,Home,1272 Market St,,Nashville,CA,93880,USA,TRUE,FALSE
ADDR-0002276-1,CUST-0002276,Home,1633 Pine St,,Nashville,MI,29724,USA,TRUE,FALSE
ADDR-0002277-1,CUST-0002277,Home,3801 Broadway,,Chicago,CT,15768,USA,TRUE,FALSE
ADDR-0002278-1,CUST-0002278,Home,3689 Oak St,,Los Angeles,TX,92432,USA,TRUE,FALSE
ADDR-0002279-1,CUST-0002279,Home,3668 Oak St,,Oklahoma City,MO,24936,USA,TRUE,FALSE
ADDR-0002280-1,CUST-0002280,Home,3251 Maple Ave,,Boston,IL,89670,USA,TRUE,FALSE
ADDR-0002281-1,CUST-0002281,Home,3509 Oak St,,Fort Worth,NY,66167,USA,TRUE,FALSE
ADDR-0002282-1,CUST-0002282,Home,1610 Broadway,,Nashville,NY,94065,USA,TRUE,FALSE
ADDR-0002283-1,CUST-0002283,Home,507 Maple Ave,,Philadelphia,MI,41681,USA,TRUE,FALSE
ADDR-0002284-1,CUST-0002284,Home,2095 Sunset Blvd,,Jacksonville,VA,72157,USA,TRUE,FALSE
ADDR-0002285-1,CUST-0002285,Home,3566 Market St,,Oklahoma City,CA,20577,USA,TRUE,FALSE
ADDR-0002285-2,CUST-0002285,Shipping,1947 Broadway,,Jacksonville,TX,98301,USA,FALSE,FALSE
ADDR-0002286-1,CUST-0002286,Home,645 Oak St,,Columbus,MI,15604,USA,TRUE,FALSE
ADDR-0002287-1,CUST-0002287,Home,1006 Sunset Blvd,,Fort Worth,MI,66885,USA,TRUE,FALSE
ADDR-0002288-1,CUST-0002288,Home,3712 Maple Ave,,Philadelphia,IL,47215,USA,TRUE,FALSE
ADDR-0002289-1,CUST-0002289,Home,2401 Broadway,,Detroit,AZ,93035,USA,TRUE,FALSE
ADDR-0002290-1,CUST-0002290,Home,3546 Pine St,,Detroit,TX,68448,USA,TRUE,FALSE
ADDR-0002291-1,CUST-0002291,Home,753 Pine St,,Chicago,CA,96160,USA,TRUE,FALSE
ADDR-0002292-1,CUST-0002292,Home,2296 Maple Ave,,Denver,FL,87855,USA,TRUE,FALSE
ADDR-0002293-1,CUST-0002293,Home,719 Market St,,Houston,PA,80497,USA,TRUE,FALSE
ADDR-0002294-1,CUST-0002294,Home,1388 Pine St,,Jacksonville,AZ,29593,USA,TRUE,FALSE
ADDR-0002294-2,CUST-0002294,Shipping,1027 Main St,,Columbus,NJ,27153,USA,FALSE,FALSE
ADDR-0002295-1,CUST-0002295,Home,573 Pine St,,Nashville,CO,31737,USA,TRUE,FALSE
ADDR-0002296-1,CUST-0002296,Home,3699 Main St,,Austin,CT,92042,USA,TRUE,FALSE
ADDR-0002297-1,CUST-0002297,Home,355 Maple Ave,,Detroit,MD,17286,USA,TRUE,FALSE
ADDR-0002298-1,CUST-0002298,Home,2030 Maple Ave,,Oklahoma City,CO,41008,USA,TRUE,FALSE
ADDR-0002299-1,CUST-0002299,Home,2732 Broadway,,Los Angeles,OH,94798,USA,TRUE,FALSE
ADDR-0002300-1,CUST-0002300,Home,3936 Pine St,,Los Angeles,WA,99207,USA,TRUE,FALSE
ADDR-0002301-1,CUST-0002301,Home,1817 Oak St,,Houston,VA,41562,USA,TRUE,FALSE
ADDR-0002301-2,CUST-0002301,Work,2971 Sunset Blvd,,San Francisco,GA,33354,USA,FALSE,FALSE
ADDR-0002302-1,CUST-0002302,Home,3451 Oak St,,Indianapolis,AZ,64328,USA,TRUE,FALSE
ADDR-0002303-1,CUST-0002303,Home,601 Main St,,San Diego,CA,99802,USA,TRUE,FALSE
ADDR-0002304-1,CUST-0002304,Home,2608 Main St,,Boston,CO,29944,USA,TRUE,FALSE
ADDR-0002305-1,CUST-0002305,Home,948 Sunset Blvd,,Washington,CT,51747,USA,TRUE,FALSE
ADDR-0002306-1,CUST-0002306,Home,2270 Main St,,Los Angeles,MO,77520,USA,TRUE,FALSE
ADDR-0002306-2,CUST-0002306,Work,3317 Broadway,,Columbus,MI,27707,USA,FALSE,FALSE
ADDR-0002307-1,CUST-0002307,Home,2947 Main St,,Houston,PA,12576,USA,TRUE,FALSE
ADDR-0002308-1,CUST-0002308,Home,2851 Pine St,,Indianapolis,MO,90842,USA,TRUE,FALSE
ADDR-0002309-1,CUST-0002309,Home,2337 Broadway,,Dallas,WI,79842,USA,TRUE,FALSE
ADDR-0002310-1,CUST-0002310,Home,1198 Oak St,,Philadelphia,WA,28269,USA,TRUE,FALSE
ADDR-0002311-1,CUST-0002311,Home,3315 Market St,,Detroit,WA,90845,USA,TRUE,FALSE
ADDR-0002312-1,CUST-0002312,Home,162 Pine St,,Indianapolis,PA,94134,USA,TRUE,FALSE
ADDR-0002313-1,CUST-0002313,Home,2463 Broadway,,Austin,PA,77940,USA,TRUE,FALSE
ADDR-0002314-1,CUST-0002314,Home,2956 Oak St,,Los Angeles,VA,97296,USA,TRUE,FALSE
ADDR-0002314-2,CUST-0002314,Shipping,2093 Oak St,,Chicago,MI,16266,USA,FALSE,FALSE
ADDR-0002315-1,CUST-0002315,Home,1949 Market St,,New York,NC,40750,USA,TRUE,FALSE
ADDR-0002316-1,CUST-0002316,Home,839 Main St,,Columbus,PA,50965,USA,TRUE,FALSE
ADDR-0002317-1,CUST-0002317,Home,3279 Sunset Blvd,,Boston,AZ,31948,USA,TRUE,FALSE
ADDR-0002318-1,CUST-0002318,Home,1345 Sunset Blvd,,Fort Worth,PA,45267,USA,TRUE,FALSE
ADDR-0002319-1,CUST-0002319,Home,365 Broadway,,Boston,NJ,45359,USA,TRUE,FALSE
ADDR-0002320-1,CUST-0002320,Home,1167 Main St,,San Antonio,IN,84432,USA,TRUE,FALSE
ADDR-0002321-1,CUST-0002321,Home,508 Sunset Blvd,,Dallas,NJ,90502,USA,TRUE,FALSE
ADDR-0002321-2,CUST-0002321,Work,2382 Broadway,,Chicago,MD,88103,USA,FALSE,FALSE
ADDR-0002322-1,CUST-0002322,Home,2079 Maple Ave,,New York,NY,94593,USA,TRUE,FALSE
ADDR-0002323-1,CUST-0002323,Home,173 Oak St,,San Diego,NC,77768,USA,TRUE,FALSE
ADDR-0002324-1,CUST-0002324,Home,3349 Sunset Blvd,,Seattle,TN,91435,USA,TRUE,FALSE
ADDR-0002325-1,CUST-0002325,Home,2375 Broadway,,El Paso,CA,78211,USA,TRUE,FALSE
ADDR-0002326-1,CUST-0002326,Home,2765 Broadway,,El Paso,NY,16162,USA,TRUE,FALSE
ADDR-0002327-1,CUST-0002327,Home,543 Pine St,,Seattle,KY,11214,USA,TRUE,FALSE
ADDR-0002328-1,CUST-0002328,Home,3702 Market St,,Dallas,TN,47229,USA,TRUE,FALSE
ADDR-0002329-1,CUST-0002329,Home,2195 Pine St,,San Antonio,NJ,74003,USA,TRUE,FALSE
ADDR-0002330-1,CUST-0002330,Home,2139 Pine St,,Phoenix,CT,84356,USA,TRUE,FALSE
ADDR-0002331-1,CUST-0002331,Home,565 Main St,,New York,MA,57765,USA,TRUE,FALSE
ADDR-0002332-1,CUST-0002332,Home,840 Main St,,San Jose,MD,53595,USA,TRUE,FALSE
ADDR-0002333-1,CUST-0002333,Home,2761 Maple Ave,,Dallas,MD,82917,USA,TRUE,FALSE
ADDR-0002334-1,CUST-0002334,Home,1599 Maple Ave,,Phoenix,TX,44215,USA,TRUE,FALSE
ADDR-0002335-1,CUST-0002335,Home,612 Maple Ave,,San Diego,IN,46061,USA,TRUE,FALSE
ADDR-0002336-1,CUST-0002336,Home,581 Main St,,Boston,CO,70279,USA,TRUE,FALSE
ADDR-0002337-1,CUST-0002337,Home,3937 Broadway,,Indianapolis,FL,88635,USA,TRUE,FALSE
